,address,zipcode,price,zestimate,baths,bdrm,lotsize_sqft,built,sqft,mortag_15,mortag_30,tax_ast,daysOnZillow,price_date,POIs,min_dist_per
601,675 Chateau Cir,95687.0,535000.0,564006.0,3,4,3977.0,2001,1969.0,2.343,3.055,414029.0,2.0,2021-03-19,"(38.33733749, -121.93712620000001)",6573.315852000001
602,23 El Caminito,94590.0,749000.0,779035.0,2,4,6098.0,1937,2710.0,2.764,3.1460000000000004,627300.0,2.0,2021-03-20,"(38.1176033, -122.24240879999999)",25458.98457
603,4428 Clancy Ln,95688.0,1050000.0,1079439.0,2,4,174240.0,2006,2629.0,2.764,3.1460000000000004,589278.0,3.0,2021-03-18,"(38.42240524, -121.97650149999998)",1206.9761130000002
604,3421 Astoria Circle,94534.0,595000.0,635946.0,2,3,9147.0,1977,1584.0,2.475,3.093,3570.0,2.0,2021-03-20,"(38.25884628, -122.0760269)",4605.588044
605,2170 Marshall Rd,95687.0,560000.0,590361.0,3,4,6194.0,1989,2193.0,2.343,3.055,511000.0,5.0,2021-03-17,"(38.34484482, -121.9415512)",6109.812035
606,312 Nancy Ln,95687.0,489000.0,522259.0,2,3,5998.0,1984,1437.0,2.343,3.055,231884.0,3.0,2021-03-18,"(38.33218002, -121.96340179999999)",4364.11264
607,1036 Boone Ct,95687.0,685000.0,717767.0,3,4,10088.0,2001,2702.0,2.475,3.093,445827.0,4.0,2021-03-18,"(38.3590126, -121.94226840000002)",5935.762606
608,373 Gold Hills Dr,94571.0,519000.0,544508.0,2,2,6176.0,2004,2031.0,2.343,3.055,399051.0,1.0,2021-03-20,"(38.18930054, -121.71920779999999)",29552.13218
609,108 Daniels Ave,94590.0,289000.0,302833.0,1,3,4751.0,1924,1116.0,2.343,3.055,397800.0,6.0,2021-03-15,"(38.11895752, -122.2704163)",26712.24778
610,930 Madrone Ave,94592.0,624000.0,657618.0,4,4,4040.0,2005,2580.0,2.475,3.093,605000.0,1.0,2021-03-20,"(38.09484863, -122.27256770000001)",29015.1239
611,980 Madrone Ave,94592.0,658000.0,685516.0,4,4,4038.0,2005,2630.0,2.475,3.093,493588.0,2.0,2021-03-20,"(38.09440613, -122.27216340000001)",29036.53607
612,121 Las Palmas Ave,94589.0,425000.0,445344.0,1,3,5662.0,1953,1044.0,2.343,3.055,256597.0,3.0,2021-03-18,"(38.12592316, -122.24036409999998)",24581.24156
613,1348 Encore Dr,94534.0,689000.0,660668.0,4,5,3137.0,2016,2463.0,2.764,3.1460000000000004,518160.0,1.0,2021-03-20,"(38.180595399999994, -122.13603970000001)",14704.35225
614,558 Britannia Dr,94591.0,605000.0,642618.0,3,3,10528.0,1988,1823.0,2.475,3.093,443053.0,4.0,2021-03-17,"(38.10631561, -122.19239809999999)",24313.2345
615,507 Lassen Ave,94585.0,440000.0,466448.0,2,3,6969.0,1981,1412.0,2.343,3.055,408000.0,2.0,2021-03-19,"(38.24443054, -121.98857120000001)",7461.854856999999
616,426 Capitol St,94590.0,412000.0,432607.0,2,3,4421.0,1865,1254.0,2.343,3.055,372300.0,8.0,2021-03-13,"(38.103405, -122.2572861)",27488.372839999996
617,1036 Whistler Dr,94585.0,475000.0,504535.0,2,3,5662.0,1988,1320.0,2.343,3.055,235841.0,2.0,2021-03-19,"(38.245510100000004, -122.00136570000001)",6964.731823
618,260 Neil St,95688.0,488000.0,512900.0,2,3,6098.0,1954,1400.0,2.343,3.055,51920.0,3.0,2021-03-19,"(38.35807419, -121.99605559999999)",1791.156806
619,201 Inverness Dr,94589.0,499000.0,525747.0,2,3,5662.0,1973,1661.0,2.343,3.055,365942.0,9.0,2021-03-12,"(38.12854767, -122.2482986)",24721.24811
620,4518 Glencannon Dr,94534.0,1749000.0,1798037.0,3,4,121096.0,1990,3877.0,2.764,3.1460000000000004,1269900.0,1.0,2021-03-20,"(38.26292419, -122.1762085)",9410.118359
621,4140 Kappel Hill Dr,95688.0,1299999.0,1300008.0,4,4,217800.0,1991,4751.0,2.764,3.1460000000000004,1046873.0,2.0,2021-03-20,"(38.384784700000004, -121.99462890000001)",891.390668
622,116 Haggerty St,94591.0,405000.0,424373.0,1,3,6098.0,1958,960.0,2.343,3.055,52748.0,1.0,2021-03-20,"(38.09787369, -122.2113647)",25955.22077
623,306 Eagle Ct,95687.0,644500.0,683240.0,3,3,7309.0,1988,1657.0,2.475,3.093,545842.0,3.0,2021-03-18,"(38.33800507, -121.94340520000002)",6020.812351
624,432 Mills Dr,94510.0,795000.0,838158.0,3,3,3920.0,1977,1934.0,2.764,3.1460000000000004,435453.0,6.0,2021-03-16,"(38.07517242, -122.17733)",26859.51129
625,209 Rainier Cir,95687.0,429000.0,449521.0,2,3,6969.0,1964,1314.0,2.343,3.055,357000.0,12.0,2021-03-09,"(38.36367798, -121.9481506)",5206.310594
626,1257 Potrero Cir,94585.0,625000.0,656891.0,3,4,6481.0,2000,2779.0,2.475,3.093,526514.0,2.0,2021-03-19,"(38.24047089, -121.99722290000001)",7605.693307
627,1049 2nd St,94533.0,449000.0,476918.0,2,4,5227.0,1952,1749.0,2.343,3.055,130759.0,8.0,2021-03-13,"(38.25408173, -122.05543519999999)",4863.874186
628,1513 Mini Dr,94589.0,399000.0,426070.0,1,3,5227.0,1954,946.0,2.343,3.055,114762.0,2.0,2021-03-19,"(38.15333557, -122.25614170000001)",22932.074230000002
629,923 Liberty Dr,94585.0,487500.0,516803.0,3,4,3118.0,2005,2030.0,2.343,3.055,454000.0,4.0,2021-03-17,"(38.2423439, -122.0330658)",6537.312139
630,408 Temple Dr,95687.0,499900.0,529948.0,2,3,6298.0,1985,1616.0,2.343,3.055,171348.0,5.0,2021-03-17,"(38.350498200000004, -121.9438629)",5921.417445
631,349 Folsom Dr,95687.0,460000.0,485091.0,2,4,8276.0,1966,1402.0,2.343,3.055,318689.0,4.0,2021-03-22,"(38.34687424, -121.96776580000001)",3820.886732
632,601 Golden Eye Way,94585.0,400000.0,419134.0,2,3,6534.0,1977,1320.0,2.343,3.055,225429.0,6.0,2021-03-15,"(38.24562073, -122.0132446)",6739.671868
633,1620 Folsom Downs Cir,95620.0,565000.0,593829.0,3,4,9578.0,2004,1904.0,2.343,3.055,461112.0,3.0,2021-03-18,"(38.43304825, -121.82947539999999)",14008.91228
634,357 Kendrick Ln,95687.0,495000.0,527542.0,2,3,6534.0,1986,1322.0,2.343,3.055,351787.0,2.0,2021-03-19,"(38.3343811, -121.96400449999999)",4309.937318
635,12 Knoll Dr,94534.0,489900.0,516622.0,3,2,2178.0,1993,1707.0,2.343,3.055,336151.0,4.0,2021-03-17,"(38.23273087, -122.12982179999999)",9522.844756
636,136 Olympic Cir,95687.0,459900.0,484986.0,2,3,5662.0,1964,1488.0,2.343,3.055,139301.0,23.0,2021-02-26,"(38.36615372, -121.95027920000001)",4881.16055
637,217 Del Mar Ave,94589.0,450000.0,472618.0,2,3,5662.0,1942,1245.0,2.343,3.055,196635.0,5.0,2021-03-16,"(38.12344742, -122.2467422)",25116.15318
638,1130 2nd St,94533.0,439000.0,461400.0,2,3,4791.0,1954,1342.0,2.343,3.055,210723.0,4.0,2021-03-17,"(38.25554276, -122.05522920000001)",4702.489915
639,237 Hillcrest Ave,94510.0,555000.0,585273.0,2,4,5662.0,1943,1462.0,2.343,3.055,520200.0,10.0,2021-03-11,"(38.05884933, -122.1429367)",27585.075360000003
640,4969 Paramount Ct,94534.0,735000.0,765736.0,3,4,8807.0,2007,2755.0,2.764,3.1460000000000004,613623.0,2.0,2021-03-19,"(38.16458893, -122.14096070000001)",16487.02985
641,149 Gentry Cir,95687.0,489000.0,518393.0,3,4,5662.0,1977,1840.0,2.343,3.055,442170.0,3.0,2021-03-18,"(38.33687973, -121.96150209999999)",4497.494728
642,1045 Mason Ct,95620.0,495000.0,524754.0,2,3,6969.0,1986,1516.0,2.343,3.055,237789.0,2.0,2021-03-19,"(38.45499802, -121.8392258)",13560.767469999999
643,4316 Mccormack Rd,94571.0,429900.0,443708.0,2,3,5177.0,2019,1635.0,2.343,3.055,390558.0,6.0,2021-03-16,"(38.19789886, -121.7444)",27154.57865
644,410 Heritage Ln,95620.0,564500.0,595292.0,3,3,5248.0,2016,2100.0,2.343,3.055,450905.0,2.0,2021-03-19,"(38.433788299999996, -121.82127379999999)",14728.006119999998
645,608 Christine Dr,95687.0,599900.0,630510.0,2,5,7034.0,2001,2156.0,2.475,3.093,440670.0,3.0,2021-03-19,"(38.36148453, -121.94372560000001)",5652.900865
646,1317 Phillip Way,94585.0,500000.0,,2,4,5662.0,1977,1454.0,2.343,3.055,3000.0,7.0,2021-03-14,"(38.25917435, -122.0080261)",5345.561063
647,247 Alta Mira Dr,95688.0,949900.0,968912.0,3,4,24110.0,1990,2672.0,2.764,3.1460000000000004,644037.0,4.0,2021-03-17,"(38.37223053, -121.98478700000001)",2077.3058079999996
648,221 Bruning Ave,94571.0,369000.0,384430.0,1,2,3049.0,1890,1348.0,2.343,3.055,257342.0,27.0,2021-02-22,"(38.15450287, -121.69429779999999)",33304.23813
649,496 Stonewood Dr,95687.0,699000.0,735030.0,3,4,8258.0,1989,2110.0,2.764,3.1460000000000004,535500.0,1.0,2021-03-20,"(38.36123276, -121.9415436)",5810.778641
650,111 Kirkwood Ct,94591.0,395000.0,413722.0,1,3,7840.0,1955,1008.0,2.343,3.055,115627.0,9.0,2021-03-12,"(38.10464096, -122.20637509999999)",25085.36134
651,421 Pecan St,95688.0,375000.0,392224.0,1,3,4791.0,1952,985.0,2.343,3.055,101486.0,6.0,2021-03-16,"(38.35186005, -121.98833470000001)",2111.352054
652,611 N Orchard Ave,95688.0,849948.0,877365.0,2,3,45302.0,1960,1995.0,2.764,3.1460000000000004,749088.0,29.0,2021-03-16,"(38.36983871, -122.0039902)",1212.4175089999999
653,218 Cambridge Dr,95687.0,424888.0,446243.0,1,3,6534.0,1979,1000.0,2.343,3.055,334279.0,5.0,2021-03-16,"(38.33311081, -121.9491272)",5606.773372
654,218 Leafwood Ct,94585.0,490000.0,516728.0,3,3,3571.0,1990,1763.0,2.343,3.055,384155.0,4.0,2021-03-17,"(38.25218201, -122.02684779999998)",5753.731251
655,205 W Cherry St,95620.0,469900.0,502237.0,2,3,4573.0,1987,1552.0,2.343,3.055,377788.0,2.0,2021-03-19,"(38.44028473, -121.8237534)",14610.099269999999
656,635 Berkshire Dr,95620.0,475000.0,503551.0,2,4,7405.0,1978,1609.0,2.343,3.055,124252.0,4.0,2021-03-17,"(38.45482635, -121.8294449)",14385.6751
657,684 Silver Star Ct,95688.0,550000.0,578064.0,2,3,6560.0,2007,1661.0,2.343,3.055,457776.0,2.0,2021-03-19,"(38.39599609, -121.9361267)",4501.2085
658,204 Shearwater Dr,94571.0,457500.0,484999.0,2,2,4948.0,2017,1853.0,2.343,3.055,408245.0,3.0,2021-03-18,"(38.17671204, -121.7037048)",31391.47173
659,362 Meadows Dr,94589.0,440000.0,464000.0,2,4,6098.0,1977,1391.0,2.343,3.055,317435.0,44.0,2021-02-13,"(38.14839935, -122.26303100000001)",23739.42434
660,631 Sonoma Blvd,94590.0,588888.0,617077.0,4,5,5998.0,1941,2504.0,2.475,3.093,135223.0,12.0,2021-03-09,"(38.08702469, -122.24317930000001)",28435.13007
661,268 Redwing St,94589.0,469888.0,488255.0,2,4,7405.0,1962,1285.0,2.343,3.055,392700.0,107.0,2021-03-08,"(38.15195084, -122.2456894)",22481.20674
662,351 Santa Susana Ct,94533.0,459000.0,486590.0,2,4,9147.0,1967,1468.0,2.343,3.055,61698.0,10.0,2021-03-11,"(38.27077484, -122.0277939)",3902.314269
663,2066 Bristol Ln,94533.0,450000.0,421451.0,1,4,8712.0,1962,1314.0,2.343,3.055,153863.0,5.0,2021-03-18,"(38.26724243, -122.04859920000001)",3493.282858
664,5185 Griffin Rd,95688.0,650000.0,682552.0,1,4,425581.0,1961,1720.0,2.475,3.093,3900.0,17.0,2021-03-04,"(38.42311096, -121.9224319)",5838.687643
665,640 Granite Ln,94534.0,550000.0,582187.0,3,3,3037.0,2005,1784.0,2.343,3.055,420363.0,13.0,2021-03-08,"(38.23014069, -122.1289902)",9744.825906999999
666,1031 W A St,95620.0,1395000.0,1422921.0,3,4,29620.0,1910,3576.0,2.764,3.1460000000000004,96266.0,6.0,2021-03-15,"(38.44529724, -121.8347778)",13730.52767
667,434 Lori Dr,94510.0,849000.0,895310.0,3,4,9583.0,1978,2014.0,2.764,3.1460000000000004,216142.0,16.0,2021-03-05,"(38.06143188, -122.15950009999999)",27737.1172
668,114 Cypress St,95688.0,399000.0,418099.0,1,3,5662.0,1948,1040.0,2.343,3.055,395872.0,6.0,2021-03-15,"(38.35029221, -121.99133300000001)",1813.994087
669,1399 Driftwood Cir,94534.0,635000.0,672958.0,3,3,5401.0,1990,1942.0,2.475,3.093,461624.0,8.0,2021-03-13,"(38.1764679, -122.13734440000002)",15164.35755
670,2132 Park Pl,94571.0,498900.0,,2,3,5301.0,1982,2054.0,2.343,3.055,85944.0,2.0,2021-03-19,"(38.2002182, -121.7180939)",29128.12357
671,2131 Reunion Ln,94571.0,498900.0,,2,3,5301.0,1982,2054.0,2.343,3.055,85944.0,2.0,2021-03-19,"(38.20039749, -121.7174683)",29170.09586
672,1037 Tyler St,94533.0,359000.0,373655.0,1,2,5662.0,1952,768.0,2.343,3.055,238771.0,2.0,2021-03-19,"(38.25388718, -122.0507889)",4920.877231
673,325 Greyhawk Ct,95688.0,770000.0,794838.0,3,4,8197.0,1990,2288.0,2.764,3.1460000000000004,450950.0,6.0,2021-03-15,"(38.38784409, -121.9824219)",1208.199855
674,320 Water Lily Cir,95687.0,615000.0,648546.0,3,3,4591.0,2017,2130.0,2.475,3.093,540790.0,5.0,2021-03-16,"(38.35037994, -121.9263992)",7440.231215999999
675,429 N Jackson St,95620.0,295000.0,307042.0,1,3,7405.0,1910,1000.0,2.343,3.055,217102.0,58.0,2021-03-04,"(38.44896317, -121.8240814)",14715.97599
676,2108 Reunion Ln,94571.0,503900.0,,2,3,5301.0,1982,2054.0,2.343,3.055,85944.0,2.0,2021-03-19,"(38.20025253, -121.7174683)",29176.59432
677,718 Violet Ln,95687.0,585000.0,616910.0,3,4,5501.0,1989,1860.0,2.475,3.093,294230.0,9.0,2021-03-12,"(38.34106827, -121.9413757)",6152.549822999999
678,1609 Mcguire Cir,94585.0,658888.0,691885.0,3,5,6969.0,2004,2692.0,2.475,3.093,542000.0,5.0,2021-03-16,"(38.25976563, -121.9850388)",6109.119229
679,200 Juniper St,95688.0,529000.0,555492.0,3,4,5227.0,1958,1678.0,2.343,3.055,190777.0,9.0,2021-03-12,"(38.36594772, -121.9960785)",1894.6244769999998
680,723 Warford Ave,94591.0,609000.0,633907.0,2,5,5227.0,1951,2273.0,2.475,3.093,211267.0,109.0,2021-03-04,"(38.10674286, -122.22392269999999)",25708.9118
681,1080 W L St,94510.0,1328000.0,1365241.0,3,4,5623.0,1991,2662.0,2.764,3.1460000000000004,924734.0,20.0,2021-03-01,"(38.06272125, -122.1758728)",28093.921010000002
682,7675 Hartley Rd,95688.0,799000.0,831616.0,2,3,100187.0,1987,1784.0,2.764,3.1460000000000004,336565.0,14.0,2021-03-08,"(38.43640518, -121.9443665)",4177.844872
683,4087 Norman Ct,95688.0,1275000.0,1054718.0,8,7,217800.0,1987,4750.0,2.764,3.1460000000000004,1287211.0,29.0,2021-02-20,"(38.45188141, -121.9981308)",497.6526591
684,241 S 1st St,95620.0,825000.0,620766.0,3,4,8276.0,1913,3283.0,2.764,3.1460000000000004,245000.0,493.0,2021-01-27,"(38.44403458, -121.822197)",14794.691009999999
685,830 Jackson St,94533.0,450000.0,,1,1,7501.0,1910,750.0,2.343,3.055,2700.0,11.0,2021-03-10,"(38.25096893, -122.0445633)",5335.583356
686,445 Railroad Ave,94585.0,425000.0,442349.0,1,2,16117.0,1944,1060.0,2.343,3.055,73746.0,23.0,2021-02-26,"(38.25861359, -122.01567079999998)",5279.643496
687,7539 Pleasants Valley Rd,95688.0,2600000.0,2634743.0,5,6,1688821.0,2003,7724.0,2.764,3.1460000000000004,1765366.0,14.0,2021-03-08,"(38.42562866, -122.04981229999999)",388.6352193
688,7321 Pleasants Valley Rd,95688.0,3400000.0,1194373.0,4,2,7368174.0,2001,1818.0,2.764,3.1460000000000004,141686.0,15.0,2021-03-06,"(38.41839218, -122.05372620000001)",582.4847461
689,444 Diana Dr,94589.0,688000.0,728455.0,1,3,5662.0,1955,1077.0,2.475,3.093,340863.0,31.0,2021-01-27,"(38.15196609, -122.2548676)",22978.85067
690,901 Alabama St,94590.0,550000.0,575489.0,1,3,6499.0,1904,1398.0,2.343,3.055,47362.0,60.0,2021-01-13,"(38.10866165, -122.24956509999998)",26633.93628
691,456 Buckeye St,95688.0,445000.0,465697.0,1,3,5662.0,1956,1014.0,2.343,3.055,139246.0,1.0,2021-03-21,"(38.36077881, -122.0034561)",1297.708417
692,608 Sitka Dr,95687.0,599000.0,631574.0,3,4,4242.0,2017,2241.0,2.475,3.093,522299.0,,2021-03-21,"(38.32876968, -121.93348689999999)",6991.048846
693,346 Peachtree Ln,94571.0,379000.0,397129.0,2,2,5127.0,2004,1391.0,2.343,3.055,329972.0,,2021-03-21,"(38.179039, -121.70542140000002)",31139.91862
694,827 Youngsdale Dr,95687.0,495000.0,519789.0,2,3,6198.0,1993,1127.0,2.343,3.055,264928.0,,2021-03-21,"(38.32590866, -121.959465)",4780.81825
695,2251 Lavender Pl,94571.0,443900.0,460973.0,2,2,5000.0,2020,1686.0,2.343,3.055,84150.0,116.0,2021-02-26,"(38.20213318, -121.7165756)",29164.465330000003
696,7855 Olivas Ln,95688.0,1350000.0,1390099.0,3,4,311018.0,1980,2014.0,2.764,3.1460000000000004,699086.0,65.0,2021-02-09,"(38.44754791, -121.9967575)",482.6802649
697,922 Kentucky St,94590.0,420000.0,437081.0,1,3,3249.0,1900,1255.0,2.343,3.055,26245.0,27.0,2021-01-13,"(38.10625076, -122.2506561)",26912.0516
698,226 Mayfair Ave,94591.0,549995.0,584193.0,2,3,5662.0,1954,1491.0,2.343,3.055,269008.0,10.0,2021-03-17,"(38.11115646, -122.2235565)",25259.23614
699,514 Indiana St,94590.0,525000.0,550199.0,2,2,6499.0,1949,2293.0,2.343,3.055,73071.0,60.0,2021-01-13,"(38.11129379, -122.25582890000001)",26682.11217
700,545 Pennsylvania Ave,94533.0,888949.0,925132.0,2,3,27878.0,1953,1527.0,2.764,3.1460000000000004,419176.0,8.0,2021-03-13,"(38.24805069, -122.0508652)",5564.38781
701,2234 Park Pl,94571.0,472900.0,,2,3,5301.0,1982,1837.0,2.343,3.055,84150.0,23.0,2021-02-26,"(38.2018013, -121.7180862)",29058.03642
702,7536 Pleasants Valley Rd,95688.0,1295000.0,1294280.0,3,4,424710.0,1999,2846.0,2.764,3.1460000000000004,824200.0,100.0,2020-12-07,"(38.43002319, -122.04702759999998)",302.19975439999996
703,2226 Park Pl,94571.0,484900.0,,2,3,5301.0,1982,2054.0,2.343,3.055,84150.0,23.0,2021-02-27,"(38.20165634, -121.7180862)",29064.47327
704,901 5th St,94533.0,400000.0,419147.0,1,3,5227.0,1952,1106.0,2.343,3.055,224174.0,40.0,2021-02-10,"(38.25196838, -122.0609741)",5100.209269
705,267 Valle Vista Ave,94590.0,875000.0,893750.0,2,5,63162.0,1941,2640.0,2.764,3.1460000000000004,351658.0,44.0,2021-02-09,"(38.1192894, -122.2491531)",25618.372919999998
706,918 Branciforte St,94590.0,495000.0,519361.0,1,2,2640.0,1918,1050.0,2.343,3.055,110940.0,37.0,2021-02-13,"(38.10868073, -122.2612686)",27186.95107
707,118 Wisteria Cir,95687.0,569997.0,601088.0,3,3,3632.0,2017,1663.0,2.475,3.093,413871.0,5.0,2021-03-17,"(38.34996796, -121.92163090000001)",7853.070033
708,10 Seminole Ct,94571.0,549900.0,571928.0,3,2,6604.0,2000,2327.0,2.343,3.055,478603.0,60.0,2021-02-17,"(38.17834473, -121.7087479)",30916.501819999998
709,4180 Corinne Ct,95688.0,974950.0,998172.0,2,3,103237.0,1976,2352.0,2.764,3.1460000000000004,545532.0,44.0,2021-02-12,"(38.43870163, -121.9935303)",235.4024511
710,1527 Rockville Rd,94534.0,1350000.0,1387850.0,4,3,33201.0,1977,3016.0,2.764,3.1460000000000004,851983.0,19.0,2021-03-02,"(38.25778198, -122.17254640000002)",9503.165486
711,2290 Reunion Ln,94571.0,445900.0,467815.0,2,2,5366.0,2020,1686.0,2.343,3.055,84150.0,3.0,2021-03-18,"(38.2026825, -121.7174606)",29069.26728
712,266 Stephen St,94533.0,419000.0,439056.0,1,3,6098.0,1959,1014.0,2.343,3.055,144588.0,25.0,2021-02-24,"(38.24491501, -122.05659479999998)",5879.262681
713,256 Vine St,95688.0,899000.0,916993.0,3,4,50093.0,1975,3072.0,2.764,3.1460000000000004,299671.0,12.0,2021-03-09,"(38.37282944, -121.991951)",1517.6703890000001
714,643 Winchester Ct,95687.0,659950.0,681238.0,2,3,7662.0,2000,2156.0,2.475,3.093,360310.0,103.0,2021-03-14,"(38.3611412, -121.94644170000001)",5511.507253
715,2108 Parsons Dr,94534.0,659000.0,691902.0,3,5,2761.0,2020,2387.0,2.475,3.093,88680.0,44.0,2021-03-17,"(38.26454544, -121.9900894)",5423.403164
716,1985 Beltaine Ct,94591.0,1300000.0,1319713.0,4,4,12839.0,2003,3565.0,2.764,3.1460000000000004,687000.0,52.0,2021-01-28,"(38.14855194, -122.1742935)",19455.2876
717,2060 Twin Sisters Rd,94534.0,2550000.0,2601039.0,4,4,873812.0,1985,4320.0,2.764,3.1460000000000004,1184301.0,44.0,2021-02-09,"(38.29873657, -122.1397095)",4421.724139
718,500 Wilson Ave,94590.0,459900.0,487544.0,1,2,4059.0,1956,723.0,2.343,3.055,306263.0,28.0,2021-03-20,"(38.11607742, -122.2694473)",26920.50377
719,120 Hidden Glen Ct,95688.0,1350888.0,1377926.0,4,5,24580.0,1988,4144.0,2.764,3.1460000000000004,1173000.0,12.0,2021-03-09,"(38.36761475, -122.01500700000001)",1005.063577
720,124 Brighton Cir,95687.0,755000.0,779354.0,4,5,7718.0,2007,3083.0,2.764,3.1460000000000004,588507.0,20.0,2021-03-19,"(38.32758331, -121.9515152)",5438.836125
721,304 Fairbanks Dr,94571.0,429000.0,449521.0,2,2,6094.0,2006,1767.0,2.343,3.055,396000.0,9.0,2021-03-13,"(38.18566513, -121.7102814)",30430.56932
722,333 Pecan St,94589.0,620000.0,641882.0,4,6,6128.0,1974,2833.0,2.475,3.093,566100.0,69.0,2019-01-04,"(38.13795089999999, -122.2476273)",23831.311
723,335 Brockton Pl,94571.0,395500.0,357417.0,2,2,4342.0,2004,1439.0,2.343,3.055,346800.0,186.0,2020-11-12,"(38.17867661, -121.7053146)",31166.540460000004
724,3903 Green Valley Rd,94534.0,3900000.0,,4,6,1746755.0,1860,5121.0,2.764,3.1460000000000004,303316.0,255.0,2021-03-03,"(38.22764969, -122.14815520000002)",10729.34942
725,113 Hudson Ct,95687.0,589000.0,623515.0,3,4,7405.0,1977,2073.0,2.475,3.093,438600.0,5.0,2021-03-16,"(38.33026886, -121.9668808)",4074.2985320000003
726,13 Willotta Dr,94534.0,749900.0,780512.0,3,3,11761.0,1965,1903.0,2.764,3.1460000000000004,572220.0,38.0,2021-02-12,"(38.24047089, -122.1123581)",7944.321878
727,251 Daniels Ave,94590.0,575000.0,610753.0,2,3,5000.0,1940,1429.0,2.475,3.093,371272.0,17.0,2021-03-04,"(38.12108231, -122.269722)",26486.35476
728,1228 Alderwood Way,95687.0,470000.0,499224.0,2,3,5662.0,1973,1424.0,2.343,3.055,217713.0,22.0,2021-03-12,"(38.34000778, -121.98958590000002)",2050.988664
729,2218 Clipper Ct,94534.0,599500.0,635535.0,3,4,4944.0,1985,2223.0,2.475,3.093,451012.0,17.0,2021-03-16,"(38.27244186, -122.05543519999999)",2826.082345
730,800 Livingston Pl,94571.0,415000.0,425638.0,2,2,6276.0,2006,1579.0,2.343,3.055,377145.0,6.0,2021-03-15,"(38.18665314, -121.708168)",30548.600339999997
731,3299 Aldridge Rd,95688.0,475000.0,494390.0,1,1,37026.0,1942,414.0,2.343,3.055,149300.0,3.0,2021-03-19,"(38.40106583, -121.9649582)",1948.224034
732,444 Clark Dr,94591.0,725000.0,768579.0,3,4,11038.0,1983,2156.0,2.764,3.1460000000000004,548290.0,9.0,2021-03-12,"(38.11359406, -122.2235107)",25018.01511
733,7372 Paddon Rd,95688.0,995000.0,1036609.0,2,3,211701.0,1977,2553.0,2.764,3.1460000000000004,497904.0,4.0,2021-03-17,"(38.41996765, -121.9521179)",3231.707264
734,340 Azalea Way,95688.0,552000.0,579644.0,3,3,5662.0,1958,1516.0,2.343,3.055,298643.0,5.0,2021-03-16,"(38.35503387, -122.00293729999999)",1151.231015
735,612 Summerset Dr,94571.0,449000.0,473491.0,3,2,7013.0,1999,2065.0,2.343,3.055,330260.0,24.0,2021-02-25,"(38.1778183, -121.7102585)",30826.336539999997
736,1998 Tamayo Way,94534.0,718815.0,733150.0,4,4,2792.0,2021,2528.0,2.764,3.1460000000000004,88680.0,66.0,2021-03-02,"(38.2413559, -122.1217575)",8372.857164000001
737,397 E O St,94510.0,769000.0,810946.0,3,4,11324.0,1976,2283.0,2.764,3.1460000000000004,433499.0,20.0,2021-03-15,"(38.05369568, -122.1477966)",28252.536939999998
738,413 Dawson Creek Dr,94534.0,799000.0,816179.0,3,5,6507.0,2003,3303.0,2.764,3.1460000000000004,598230.0,5.0,2021-03-16,"(38.22124481, -122.12361909999998)",10258.22262
739,1719 San Diego St,94533.0,480000.0,508852.0,2,3,6098.0,1959,1287.0,2.343,3.055,131497.0,20.0,2021-03-20,"(38.261161799999996, -122.026123)",4932.044928
740,5332 Collect Ln,94534.0,749900.0,779971.0,3,4,3301.0,2018,2762.0,2.764,3.1460000000000004,663510.0,4.0,2021-03-17,"(38.21489716, -122.1507187)",12087.21265
741,4030 Greenfield Ct,95688.0,1250000.0,1285046.0,5,5,12614.0,2015,4018.0,2.764,3.1460000000000004,998490.0,10.0,2021-03-18,"(38.40065384, -121.9813385)",527.629674
742,161 Hillview Dr,95688.0,675000.0,711819.0,3,3,8712.0,1982,2052.0,2.475,3.093,550000.0,6.0,2021-03-15,"(38.34938049, -122.00548549999999)",617.8971326000001
743,209 Shasta St,94590.0,450000.0,472507.0,2,3,4774.0,1938,1632.0,2.343,3.055,348534.0,44.0,2021-02-15,"(38.10506058, -122.23512269999999)",26337.62902
744,637 Shady Glen Rd,95688.0,592000.0,620318.0,2,3,27007.0,1935,1200.0,2.475,3.093,233363.0,9.0,2021-03-18,"(38.36608124, -122.0099869)",1346.1727529999998
745,112 Brighton Cir,95687.0,729000.0,757712.0,3,4,7840.0,2007,2726.0,2.764,3.1460000000000004,501619.0,12.0,2021-03-09,"(38.32789612, -121.95101170000001)",5478.333820000001
746,439 Railroad Ave,94585.0,380000.0,397091.0,1,2,10890.0,1946,940.0,2.343,3.055,56294.0,23.0,2021-02-26,"(38.25855637, -122.01592250000002)",5283.182365
747,"Residence 3 Plan, Farmstead in Vacaville",95688.0,609000.0,574000.0,4,4,0,2021,2076.0,2.475,3.093,3654.0,2.0,2021-03-11,"(38.368095399999994, -122.00469209999999)",1347.6721810000001
748,"Plan 2 Plan, Splash at One Lake",94534.0,617900.0,624784.0,3,3,0,2021,2415.0,2.475,3.093,3707.4,2.0,2021-03-09,"(38.29636765, -121.9637375)",5311.5928460000005
749,"Residence 2 Plan, Homestead",95620.0,608950.0,,3,4,0,2021,2527.0,2.475,3.093,3653.7000000000003,2.0,2021-03-16,"(38.4381752, -121.8401108)",13168.808359999999
