,address,zipcode,price,zestimate,baths,bdrm,lotsize_sqft,built,sqft,mortag_15,mortag_30,tax_ast,daysOnZillow,price_date,POIs,min_dist_per
303,6542 Stone Bridge Rd,95409.0,420000.0,420001.0,1,2,1,1974,1220,2.341,3.061,202452.0,325.0,2021-02-09,"(38.44298935, '-122.6105194')",382.560775
304,935 Cecelia Dr,95442.0,169000.0,493804.0,1,0,2099,1982,1991.0,2.878,3.347,1014.0,465.0,2021-02-09,"(38.34368134, '-122.5134811')",10363.23091
305,11080 Franz Valley Rd,94515.0,11000000.0,1991793.0,5,3,1755467,1982,6615,2.678,3.177,66000.0,7.0,2021-03-13,"(38.61434555, '-122.6828537')",6128.899286
306,2586 Greenvale Ln,95401.0,1999000.0,2067046.0,6,5,43551,2000,4875,2.678,3.177,1433000.0,2.0,2021-03-18,"(38.44954681, '-122.7717819')",10616.00027
307,887 Prestwick Ct,95492.0,1575000.0,1613828.0,5,4,36154,2000,4434,2.678,3.177,1131282.0,193.0,2021-03-09,"(38.56501007, '-122.8024826')",8184.977755
308,2203 Gainsborough Ave,95405.0,699000.0,709865.0,2,3,9147,1965,2208,2.47,3.113,669131.0,24.0,2021-02-25,"(38.42473984, '-122.6708069')",4012.173597
309,11166 Ice Box Canyon Rd,95436.0,429000.0,448074.0,1,1,7840,1945,744,2.341,3.061,31239.0,190.0,2021-02-09,"(38.50016022, '-122.9294434')",4026.7360350000004
310,2021 Thornsberry Rd,95476.0,1695000.0,1719038.0,3,3,88861,1977,1587,2.678,3.177,214314.0,5.0,2021-03-15,"(38.29191589, '-122.4234924')",17927.06802
311,5099 Deerwood Dr,95403.0,925000.0,939378.0,3,4,6991,1988,2068,2.678,3.177,615367.0,16.0,2021-03-04,"(38.507293700000005, '-122.7635193')",9378.69832
312,810 Benjamin Way,95448.0,1850000.0,1932256.0,2,3,16152,1957,2136,2.678,3.177,1521064.0,16.0,2021-03-04,"(38.61968613, '-122.8512726')",5215.367427
313,491 Patten St,95476.0,1995000.0,162739.0,3,3,7261,1973,2861,2.678,3.177,11970.0,3.0,2021-03-17,"(38.2889595, '-122.4482346')",17462.24221
314,1590 Cali Ln,95448.0,766809.0,767906.0,3,3,3593,2017,1601,2.47,3.113,780300.0,239.0,2021-02-09,"(38.63468933, '-122.8764191')",4180.361832
315,5500 Pepperwood Rd,95409.0,1500000.0,1523316.0,4,4,17811,2004,3847,2.678,3.177,1265800.0,4.0,2021-03-16,"(38.45450211, '-122.6453476')",776.2052424999999
316,565 Matheson St,95448.0,2750000.0,2926182.0,2,3,10528,1958,2393,2.678,3.177,1681907.0,17.0,2021-03-03,"(38.61133575, '-122.8600235')",4288.854961999999
317,171 W Spain St,95476.0,2595000.0,,8,7,10118,1920,3087,2.678,3.177,1616873.0,4.0,2021-03-16,"(38.29367828, '-122.4602585')",16659.19428
318,535 N Cloverdale Blvd,95425.0,779000.0,816260.0,3,3,5623,2019,2263,2.47,3.113,419620.0,23.0,2021-02-25,"(38.81133270000001, '-123.0214844')",12323.45493
319,41500 Buckeye Creek Rd,95412.0,1295000.0,1303144.0,3,3,13939200,1991,2000,2.678,3.177,490532.0,282.0,2021-02-09,"(38.73705673, '-123.3732986')",23348.8862
320,770 Brittain Ln,95407.0,449950.0,456944.0,1,3,10375,1939,1198,2.341,3.061,226251.0,121.0,2021-03-09,"(38.42721558, '-122.7509689')",9809.117596
321,404 North St,95448.0,2575000.0,2638482.0,4,5,9500,2018,2408,2.678,3.177,1578736.0,19.0,2021-03-02,"(38.61212921, '-122.8652039')",3853.7946090000005
322,1765 Trimble Ln,95425.0,1287900.0,1825013.0,3,4,298821,1992,3340,2.678,3.177,962370.0,425.0,2021-02-09,"(38.80262756, '-122.9835052')",12257.00636
323,50 Geyser Ridge Rd,95441.0,695000.0,725901.0,3,4,7657,1992,2269,2.47,3.113,4170.0,18.0,2021-03-03,"(38.71077728, '-122.914238')",6567.1395219999995
324,1994 Long Leaf Ct,95403.0,2195000.0,,4,4,11451,2020,3546,2.678,3.177,275565.0,5.0,2021-03-16,"(38.49137878, '-122.708252')",4422.187363
325,130 Saint John Pl,95425.0,799000.0,875351.0,3,4,19166,2002,2438,2.47,3.113,626671.0,137.0,2021-03-17,"(38.79642868, '-123.0240097')",10678.78982
326,370 Maduro St,95492.0,1595000.0,1755963.0,5,4,12318,2003,4100,2.678,3.177,896171.0,17.0,2021-03-03,"(38.55968094, '-122.8317413')",5634.991256
327,1641 Saint Anne Way,94954.0,675000.0,700701.0,2,3,5998,1967,1400,2.47,3.113,67892.0,5.0,2021-03-15,"(38.25052643, '-122.61409')",20442.25155
328,21016 River Blvd,95462.0,639000.0,399940.0,1,1,3232,1936,770,2.47,3.113,205674.0,,2021-03-20,"(38.4665451, '-123.007988')",7697.4505819999995
329,43155 Brushy Ridge Loop,95412.0,895000.0,945866.0,2,3,1742835,1992,1439,2.678,3.177,424574.0,166.0,2021-02-09,"(38.73857117, '-123.3992996')",25526.75724
330,1528 Marlow Rd,95401.0,619000.0,642569.0,2,4,6089,1970,1652,2.47,3.113,274454.0,31.0,2021-03-07,"(38.44827652, '-122.7509842')",8896.627654
331,11971 Old Redwood Hwy,95448.0,2199000.0,2212830.0,2,3,710027,1953,2001,2.678,3.177,2295000.0,248.0,2021-02-09,"(38.5790062, '-122.8457184')",4732.754053000001
332,618 Lurline Pl,95405.0,750000.0,761658.0,2,3,7906,1998,1645,2.47,3.113,399889.0,9.0,2021-03-11,"(38.45059586, '-122.6730042')",2743.342455
333,4993 Underwood Dr,95409.0,509000.0,529553.0,1,2,6120,1971,900,2.341,3.061,199375.0,6.0,2021-03-15,"(38.47530365, '-122.6609726')",870.7115636
334,336 1st St,95448.0,1695000.0,1759539.0,3,4,9300,1946,2500,2.678,3.177,56020.0,26.0,2021-02-22,"(38.61229324, '-122.8613739')",4185.7627600000005
335,2061 Illinois Ave,95401.0,525000.0,540752.0,1,2,5998,1947,855,2.341,3.061,411322.0,2.0,2021-03-18,"(38.4593811, '-122.7249985')",6403.711933
336,219 Firethorn Dr,94928.0,788888.0,801150.0,3,4,6076,1979,2438,2.47,3.113,742254.0,5.0,2021-03-16,"(38.36883163, '-122.7053986')",10609.53529
337,775 Quietwater,95404.0,1539000.0,1548679.0,3,3,236966,2019,1932,2.678,3.177,753399.0,131.0,2021-03-17,"(38.50746155, '-122.7327957')",6748.297259
338,2806 Hilltop Rd,95448.0,1000000.0,1024653.0,2,2,43560,2006,1518,2.678,3.177,1089360.0,109.0,2021-02-09,"(38.61954117, '-122.8312759')",6901.101095999999
339,17390 Healdsburg Ave,95448.0,1774900.0,1842481.0,2,3,105850,1988,1916,2.678,3.177,389012.0,12.0,2021-03-09,"(38.65386963, '-122.8689728')",5910.288009000001
340,211 North St,95448.0,3695000.0,3739600.0,11,10,18334,1869,6800,2.678,3.177,22170.0,29.0,2021-02-19,"(38.61275482, '-122.8680573')",3620.2756210000002
341,1322 Creekside Ct,95448.0,695000.0,701847.0,3,3,3049,1985,1676,2.47,3.113,425498.0,270.0,2021-02-09,"(38.626220700000005, '-122.8599014')",4775.058763
342,105 Saratoga Ct,94954.0,720000.0,741602.0,3,4,6120,1979,1536,2.47,3.113,172719.0,4.0,2021-03-16,"(38.26158142, '-122.6401291')",19806.017640000002
343,2448 Cactus Ave,95405.0,649000.0,659088.0,2,3,7000,1983,1505,2.47,3.113,392795.0,8.0,2021-03-12,"(38.42723083, '-122.6716766')",3921.619274
344,161 Esposti Meadows Way,95403.0,599000.0,606679.0,3,3,3959,2003,1475,2.47,3.113,541007.0,43.0,2021-02-26,"(38.49742508, '-122.7519836')",8246.109117
345,5148 Sharp Rd,94515.0,1495000.0,1518238.0,3,3,73180,1975,1788,2.678,3.177,795905.0,10.0,2021-03-10,"(38.55792236, '-122.6258011')",252.1852744
346,812 Florence Ln,95448.0,775000.0,809458.0,1,2,8698,1953,1518,2.47,3.113,60863.0,8.0,2021-03-12,"(38.61975861, '-122.858902')",4582.996062
347,11808 Skyline Rd,95436.0,200000.0,220183.0,1,0,4791,1976,212,2.878,3.347,153000.0,2.0,2021-03-18,"(38.51381683, '-122.9327316')",2616.192426
348,1610 Escalero Rd,95409.0,749950.0,764976.0,2,3,10497,1961,1475,2.47,3.113,572769.0,7.0,2021-03-14,"(38.47088623, '-122.6435394')",212.13107549999998
349,3080 Porter Creek Rd,95404.0,999900.0,1012719.0,2,3,50093,1971,2364,2.678,3.177,439001.0,43.0,2021-02-09,"(38.55476761, '-122.6965027')",4897.990297
350,1817 Franklin Ave,95404.0,569000.0,580400.0,2,3,5998,1960,1152,2.47,3.113,253151.0,43.0,2021-03-18,"(38.45796585, '-122.7082825')",5025.272302
351,321 Fitch St,95448.0,3300000.0,3446728.0,4,4,5850,1890,3249,2.678,3.177,1629143.0,18.0,2021-03-03,"(38.61181641, '-122.867424')",3657.8877310000003
352,551 Garfield Dr,94954.0,729000.0,750873.0,2,4,6499,1988,1886,2.47,3.113,285266.0,8.0,2021-03-12,"(38.25595093, '-122.6088409')",19760.17886
353,11012 Old Redwood Hwy,95492.0,995000.0,1082284.0,3,3,43560,1920,3512,2.678,3.177,568617.0,103.0,2021-02-09,"(38.5686264, '-122.8327026')",5605.005667
354,510 Michael Dr,95476.0,3000000.0,3000028.0,4,3,29620,1956,3242,2.678,3.177,278681.0,4.0,2021-03-16,"(38.30654526, '-122.4663544')",15139.71533
355,6466 Amberwood St,94928.0,639000.0,648932.0,2,3,4438,1978,1515,2.47,3.113,515398.0,8.0,2021-03-12,"(38.34451294, '-122.6908264')",12321.36478
356,3738 Sawgrass Pl,95403.0,1720000.0,1706768.0,4,4,10890,2020,3364,2.678,3.177,320700.0,145.0,2021-03-04,"(38.49513245, '-122.7076797')",4382.091433
357,1934 Seville St,95403.0,595000.0,612852.0,2,3,4464,1989,1170,2.47,3.113,312026.0,,2021-03-20,"(38.46788788, '-122.7566528')",9013.454741
358,1611 Calle Ranchero,94954.0,894900.0,908810.0,3,3,7021,1986,1832,2.678,3.177,535969.0,,2021-03-20,"(38.23711777, '-122.5923004')",21617.73091
359,4 Autumn Leaf Pl,95409.0,769000.0,784408.0,2,2,8550,1969,1870,2.47,3.113,595621.0,,2021-03-21,"(38.43676758, '-122.5897446')",550.7019255
360,2323 Olympia Dr,95405.0,650000.0,674749.0,2,4,7000,1960,1481,2.47,3.113,173686.0,1.0,2021-03-19,"(38.43499756, '-122.6676712')",3218.582474
361,4754 Parktrail Dr,95405.0,979000.0,1016276.0,2,3,8137,1976,1937,2.678,3.177,750361.0,1.0,2021-03-19,"(38.43968964, '-122.6554947')",2042.06505
362,5019 Boulder Ln,95405.0,1250000.0,1266025.0,3,5,16369,1972,2711,2.678,3.177,129998.0,1.0,2021-03-19,"(38.44592285, '-122.6594391')",2204.219045
363,7115 Grove St,95476.0,3295000.0,3393863.0,3,3,269200,2018,2232,2.678,3.177,2312199.0,1.0,2021-03-20,"(38.31813812, '-122.5448074')",12616.00425
364,5919 Chandler Ct,95409.0,747000.0,761967.0,3,4,7588,1963,1710,2.47,3.113,715795.0,,2018-06-19,"(38.46966934, '-122.6791763')",2295.044414
365,19185 Mesquite Ct,95476.0,2900000.0,2900025.0,4,3,217800,1989,3519,2.678,3.177,2028780.0,43.0,2021-02-09,"(38.29779053, '-122.5493469')",14815.15581
366,494 E Napa St,95476.0,1925000.0,1938630.0,3,4,9844,2006,2690,2.678,3.177,1066035.0,17.0,2021-03-03,"(38.29146194, '-122.4476166')",17214.92369
367,17333 Gehricke Rd,95476.0,3695000.0,3695025.0,4,4,59241,2019,3530,2.678,3.177,640718.0,38.0,2020-10-09,"(38.31877518, '-122.4381866')",14680.1054
368,7551 Ferroggiaro Way,95409.0,849000.0,869823.0,2,2,5858,2011,1973,2.47,3.113,714306.0,19.0,2021-03-01,"(38.43452835, '-122.5801697')",664.2551643999999
369,1355 Rose Ave,94951.0,1989000.0,1872656.0,3,3,87120,2019,2764,2.678,3.177,11934.0,582.0,2021-02-09,"(38.29990768, '-122.6967316')",17132.69512
370,2488 Fulton Rd,95403.0,1350000.0,1350008.0,1,3,167270,1944,1396,2.678,3.177,610194.0,243.0,2020-08-31,"(38.48142242, '-122.767868')",9686.323581999999
371,1638 Peppergrass St,95403.0,750745.0,,3,3,4495,1982,2183,2.47,3.113,18531.0,3.0,2021-03-17,"(38.45964432, '-122.7719879')",10444.10483
372,26 Haworth Way,95407.0,634990.0,650419.0,4,3,0,2021,1939,2.47,3.113,25472.0,28.0,2021-02-20,"(38.43133545, '-122.7208405')",7352.2447219999995
373,1632 Rose Clover St,95403.0,739990.0,749477.0,3,4,3841,2021,2454,2.47,3.113,15830.0,43.0,2021-02-09,"(38.45949936, '-122.7713318')",10389.26807
374,21200 Silva Rd,95476.0,7250000.0,1666941.0,1,3,2760397,1920,1116,2.678,3.177,1029290.0,225.0,2021-02-09,"(38.26510239, '-122.4437637')",20110.51045
375,7549 Oak Leaf Dr,95409.0,725000.0,725005.0,2,2,8712,1975,2409,2.47,3.113,765939.0,144.0,2021-02-09,"(38.43416977, '-122.5827026')",734.4138473999999
376,3641 Sebastopol Rd,95407.0,570285.0,579149.0,3,3,3850,2021,1368,2.47,3.113,89931.0,12.0,2021-03-08,"(38.42589569, '-122.7580795')",10422.195440000001
377,3633 Sebastopol Rd,95407.0,567785.0,576610.0,3,3,3850,2021,1368,2.47,3.113,89931.0,12.0,2021-03-08,"(38.42590714, '-122.7579346')",10410.49327
378,2889 Stony Point Rd,94952.0,2500000.0,785596.0,1,3,2124421,1948,4514,2.678,3.177,15000.0,634.0,2021-02-09,"(38.31644058, '-122.7384338')",17048.238409999998
379,6295 Melita Rd,95409.0,3795000.0,161583.0,2,1,2731212,1982,965,2.678,3.177,22770.0,109.0,2021-02-09,"(38.46203995, '-122.6202087')",451.88883210000006
380,3003 Castle Rd,95476.0,6300000.0,6115866.0,6,3,2175386,2004,7631,2.678,3.177,2736103.0,290.0,2021-03-05,"(38.31409073, '-122.4234467')",15650.150380000001
381,1477 Lawndale Rd,95452.0,2249000.0,1822714.0,3,3,363290,1992,2306,2.678,3.177,317658.0,772.0,2021-02-09,"(38.41479492, '-122.571434')",1806.440152
382,4796 Redwood Hwy S,94952.0,3940000.0,,3,4,7361640,1908,1865,2.678,3.177,23640.0,43.0,2021-02-09,"(38.20524216, '-122.604599')",25266.21171
383,19455 Sonoma Hwy,95476.0,1995000.0,1915575.0,9,8,36590,1982,3440,2.678,3.177,11970.0,226.0,2021-02-09,"(38.29450989, '-122.476326')",16257.12406
384,1476 Olivet Rd,95401.0,999999.0,1023222.0,1,1,336718,1974,1440,2.678,3.177,126962.0,43.0,2021-03-03,"(38.45466232, '-122.8140335')",13417.04438
385,408 Calistoga Rd,95409.0,925000.0,925004.0,2,3,42919,1952,1630,2.678,3.177,382827.0,192.0,2021-02-09,"(38.47147369, '-122.653511')",120.9715521
386,2573 Francisco Ave,95403.0,771090.0,778816.0,4,4,5022,2021,2570,2.47,3.113,10220.0,43.0,2021-02-10,"(38.48120117, '-122.762207')",9200.976779
387,2208 Olivet Rd,95401.0,2695000.0,2846323.0,3,3,527511,1980,2100,2.678,3.177,16170.0,43.0,2021-02-09,"(38.4753685, '-122.8120041')",11737.1468
388,9230 Winery Ter,95452.0,2395000.0,2417809.0,3,3,176853,1989,2553,2.678,3.177,1961562.0,39.0,2021-02-10,"(38.42129517, '-122.5402145')",1494.886733
389,2445 Francisco Ave,95403.0,799990.0,,4,4,5414,2021,2570,2.47,3.113,11016.0,14.0,2021-03-06,"(38.48093796, '-122.760704')",9075.419301
390,18320 Carriger Rd,95476.0,3999000.0,4047269.0,2,3,89136,1963,2028,2.678,3.177,779983.0,11.0,2021-03-09,"(38.304401399999996, '-122.5048904')",14791.46331
391,4720 Guenza Rd,95404.0,5250000.0,5157894.0,6,7,1920995,1985,5414,2.678,3.177,4421700.0,144.0,2021-02-09,"(38.38191605, '-122.6452255')",7173.590701000001
392,690 Sunnyslope Rd,94952.0,1530000.0,1550336.0,3,4,7000,2021,2320,2.678,3.177,95112.0,35.0,2021-02-13,"(38.21725845, '-122.6366196')",24495.22782
393,9031 Oak Trail Cir,95409.0,639000.0,643018.0,2,2,6006,2006,1671,2.47,3.113,603514.0,82.0,2021-02-09,"(38.432205200000006, '-122.5805359')",730.8467095999999
394,473 Falling Star Ct,95409.0,1475000.0,1478285.0,3,3,6612,1997,2602,2.678,3.177,914654.0,61.0,2021-02-09,"(38.42943192, '-122.5951233')",973.7013909
395,569 Misty Cloud Pl,95409.0,1050000.0,1042500.0,3,4,8115,2020,2729,2.678,3.177,6300.0,177.0,2021-03-16,"(38.46721649, '-122.6387787')",386.16531749999996
396,123 Oak Shadow Dr,95409.0,735000.0,749726.0,2,3,7840,1971,1870,2.47,3.113,619284.0,43.0,2021-02-09,"(38.43739319, '-122.5870438')",540.1384027
397,5090 Highway 12,95409.0,899000.0,899008.0,1,2,27508,1951,781,2.678,3.177,5394.0,102.0,2021-02-09,"(38.46456528, '-122.6581116')",806.0328188999999
398,9453 Oak Trail Cir,95409.0,659000.0,675163.0,2,2,6220,2013,1671,2.47,3.113,582860.0,23.0,2021-02-25,"(38.43340302, '-122.5798264')",640.1518114
399,445 Oak Vista Dr,95409.0,1175000.0,1198542.0,3,3,19488,1981,2468,2.678,3.177,862600.0,43.0,2021-03-03,"(38.42575836, '-122.586647')",1547.387525
400,1430 Great Heron Dr,95409.0,1349600.0,1352605.0,5,5,9330,2002,3704,2.678,3.177,877901.0,63.0,2021-02-16,"(38.46556091, '-122.631485')",202.2110718
401,990 Cavedale Rd,95476.0,8495000.0,8575905.0,4,4,29620,1994,5743,2.678,3.177,5174927.0,37.0,2021-02-11,"(38.34228897, '-122.4772491')",11054.39413
402,6039 Dolores Dr,94928.0,775000.0,775004.0,3,4,11748,1976,2224,2.47,3.113,717000.0,313.0,2021-03-06,"(38.35456467, '-122.7033157')",11831.32606
403,1815 Burbank Ave,95407.0,1999000.0,2024628.0,2,5,189485,1950,2078,2.678,3.177,479480.0,39.0,2021-02-10,"(38.41930008, '-122.7359314')",9209.194234999999
404,5795 Bennett Valley Rd,95404.0,2888888.0,2831023.0,3,2,696960,1975,3563,2.678,3.177,496722.0,75.0,2021-02-09,"(38.40299988, '-122.6329269')",4707.1262289999995
405,408 Hickory Cir,95407.0,710000.0,716995.0,3,3,3828,2004,2695,2.47,3.113,369890.0,36.0,2021-02-13,"(38.43164444, '-122.7197952')",7258.602320999999
406,8930 Pocket Canyon Rd,95436.0,1695000.0,1759539.0,3,3,1001880,2000,2497,2.678,3.177,10170.0,18.0,2021-03-02,"(38.47622681, '-122.9297409')",6464.809474000001
407,5733 Kassandra Pl,94928.0,772369.0,781535.0,4,4,4000,2021,2600,2.47,3.113,214200.0,29.0,2021-02-20,"(38.34917831, '-122.6717682')",11248.4583
408,1648 Ronne Dr,95404.0,1197000.0,1208400.0,5,6,17162,2013,5200,2.678,3.177,608377.0,43.0,2021-02-16,"(38.43283463, '-122.6793213')",4252.7783340000005
409,3577 Kendell Hill Dr,95404.0,3950000.0,3902825.0,6,4,46609,2004,9500,2.678,3.177,2559900.0,148.0,2021-03-19,"(38.47815323, '-122.6932297')",3383.105776
410,3612 Tillmont Way,95403.0,2495000.0,2495015.0,4,5,33105,2005,4867,2.678,3.177,2394459.0,67.0,2021-02-09,"(38.47655487, '-122.7097015')",4814.908477
411,1382 Leggs Ln,95476.0,2900000.0,2900028.0,4,3,904741,1993,3182,2.678,3.177,3039401.0,29.0,2021-02-20,"(38.31793976, '-122.4273071')",15122.40054
412,196 E Spain St,95476.0,2500000.0,2490347.0,1,3,45737,1900,1927,2.678,3.177,937177.0,121.0,2021-02-09,"(38.29387665, '-122.4543381')",16780.749180000003
413,3900 White Alder,95476.0,3750000.0,3750025.0,3,3,200375,1999,4358,2.678,3.177,1613467.0,32.0,2021-02-16,"(38.28861237, '-122.5410461')",15912.825530000002
414,244 Silver Creek Cir,95409.0,1299000.0,1316168.0,2,3,10680,1989,2330,2.678,3.177,1248480.0,12.0,2021-03-08,"(38.45014572, '-122.6244125')",165.9360593
415,420 Countryside Cir,95401.0,1195000.0,1185807.0,4,4,19636,1987,2781,2.678,3.177,610839.0,193.0,2021-03-05,"(38.44020844, '-122.7731628')",11006.39089
416,15 Kent St,94952.0,1100000.0,1095752.0,0,0,2613,1930,5618,2.678,3.177,717875.0,164.0,2021-02-09,"(38.23965073, '-122.6439514')",22265.7549
417,5539 Rainbow Cir,95409.0,730000.0,731625.0,3,3,4791,1998,1819,2.47,3.113,571803.0,137.0,2021-02-12,"(38.46595383, '-122.6487503')",478.83540139999997
418,3780 White Alder,95476.0,4750000.0,4750032.0,4,3,233917,2011,4051,2.678,3.177,2853600.0,39.0,2021-02-05,"(38.28884888, '-122.5386505')",15916.378519999998
419,8 Valley Oaks Ln,95409.0,899000.0,894786.0,3,3,8799,1975,2100,2.678,3.177,329950.0,98.0,2021-02-09,"(38.4343071, '-122.5872574')",873.8356438999999
420,4744 Hillsboro Cir,95405.0,1750000.0,1515474.0,5,4,16953,1989,4025,2.678,3.177,1352520.0,12.0,2021-03-08,"(38.43006516, '-122.6564713')",2663.631238
421,346 Brockman Ln,95476.0,1425000.0,1435035.0,3,2,8868,2003,2462,2.678,3.177,999273.0,39.0,2021-02-25,"(38.27666473, '-122.4533844')",18642.29609
422,7320 Oakmont Dr,95409.0,690000.0,696797.0,2,2,7200,1978,1655,2.47,3.113,285266.0,61.0,2021-03-06,"(38.42914581, '-122.5881271')",1320.841148
423,553 2nd St E,95476.0,3200000.0,3182687.0,3,5,17998,1908,3918,2.678,3.177,171628.0,43.0,2021-02-27,"(38.29064941, '-122.4551392')",17104.64586
424,3445 Skillman Ln,94952.0,1395000.0,965877.0,1,2,144619,1928,1068,2.678,3.177,488662.0,12.0,2021-03-08,"(38.25554657, '-122.69561')",21807.24729
425,5840 Kristina Pl,94928.0,792437.0,,4,5,4713,2021,2702,2.47,3.113,249900.0,17.0,2021-03-11,"(38.34894943, '-122.6698303')",11223.77952
426,4521 Dowdell Ave,95407.0,795000.0,788884.0,2,3,217800,1945,1274,2.47,3.113,240985.0,278.0,2021-03-17,"(38.36691666, '-122.7182617')",11470.74576
427,580 Cleveland Ave,95472.0,825000.0,856412.0,1,3,6599,1955,1076,2.47,3.113,55538.0,78.0,2021-03-15,"(38.40644455, '-122.8293533')",16944.81015
428,8204 Sonoma Hwy,95452.0,1295000.0,1297884.0,2,3,48351,1967,1800,2.678,3.177,1036799.0,130.0,2021-03-20,"(38.42699814, '-122.5598755')",570.0251304
429,709 Mayflower St,94954.0,799000.0,813214.0,3,4,5231,1995,1739,2.47,3.113,615901.0,,2021-03-20,"(38.2700119, '-122.64151')",18905.72815
430,960 Madelyne Ct,95409.0,2495000.0,2519581.0,3,3,148104,1982,4260,2.678,3.177,1439057.0,,2021-03-20,"(38.43366241, '-122.6026993')",408.6284988
431,"Residence One Plan, Santa Rosa - Reserve",95403.0,769990.0,771018.0,4,4,0,2021,2570,2.47,3.113,4619.9400000000005,7.0,2019-10-30,"(38.48097992, '-122.7611465')",9112.908343000001
432,1069 Shadybrook Ln,94558.0,482000.0,3262926.0,4,3,80150.0,1984,3731.0,2.3409999999999997,3.0610000000000004,2441266.0,180.0,2021-03-03,"(38.29515076, -122.2208557)",8853.236161
433,3 Caber Ct,94558.0,1195000.0,1195191.0,3,3,15102.0,1996,1895.0,2.678,3.177,804505.0,2.0,2021-03-18,"(38.34230423, -122.3121338)",10496.38869
434,519 Neptune Ct,94558.0,379000.0,379002.0,2,2,12331.0,1974,1224.0,2.3409999999999997,3.0610000000000004,353736.0,12.0,2021-03-08,"(38.51504517, -122.19451140000001)",48.57857333
435,6 Highland Dr,94559.0,999000.0,1006810.0,3,4,14852.0,1950,2344.0,2.47,3.113,531121.0,2.0,2021-03-19,"(38.30698776, -122.27706909999999)",11151.71327
436,1158 Broadmoor Dr,94558.0,950000.0,950151.0,2,4,10018.0,1968,2103.0,2.47,3.113,117652.0,2.0,2021-03-19,"(38.3157959, -122.345459)",14513.595159999999
437,8 Saint Francis Ct,94558.0,1205000.0,1205008.0,3,4,10423.0,1989,2542.0,2.678,3.177,1069441.0,2.0,2021-03-18,"(38.2766037, -122.30746459999999)",15426.68404
438,1460 Whitehall Ln,94574.0,6750000.0,6704966.0,5,4,224334.0,1988,3769.0,2.678,3.177,814715.0,,2021-03-20,"(38.47251511, -122.44558719999999)",1797.0941309999998
439,707 Casswall St,94558.0,995000.0,995003.0,3,3,5719.0,1990,2541.0,2.47,3.113,795829.0,1.0,2021-03-20,"(38.28236008, -122.30872340000002)",14959.097880000001
440,1045 2nd Ave,94558.0,1995000.0,1981690.0,3,2,65775.0,2003,2327.0,2.678,3.177,1201341.0,2.0,2021-03-18,"(38.29680634, -122.2462616)",10278.150959999999
441,256 Lariat St,94567.0,268000.0,268000.0,2,2,14374.0,1969,977.0,2.3409999999999997,3.0610000000000004,88301.0,90.0,2021-02-09,"(38.69287109, -122.37577820000001)",144.7577902
442,114 Sage Ct,94567.0,299000.0,299047.0,2,2,21344.0,2002,1057.0,2.3409999999999997,3.0610000000000004,180000.0,61.0,2021-02-09,"(38.70167542, -122.38840479999999)",101.95209679999999
443,1627 Rainier Ave,94558.0,999000.0,999159.0,2,3,8847.0,1956,1500.0,2.47,3.113,578340.0,7.0,2021-03-13,"(38.32873535, -122.3084412)",11120.36582
444,1242 Madrona Ave,94574.0,525000.0,525083.0,3,4,9835.0,1935,2974.0,2.3409999999999997,3.0610000000000004,1183000.0,44.0,2021-02-09,"(38.5063858, -122.4739304)",66.47434698
445,2372 Eva St,94559.0,615000.0,576119.0,2,3,6002.0,1955,1287.0,2.47,3.113,555239.0,2.0,2021-03-18,"(38.27957153, -122.29788970000001)",14700.470630000002
446,4026 Encina Dr,94558.0,699000.0,704465.0,1,3,11708.0,1952,1122.0,2.47,3.113,489025.0,7.0,2021-03-14,"(38.34094238, -122.3209152)",11027.26138
447,1375 Summit Lake Dr,94508.0,935000.0,935149.0,4,4,225640.0,1985,3047.0,2.47,3.113,923436.0,1.0,2021-03-19,"(38.59750748, -122.4551163)",265.3553215
448,116 Parkview Ln,94558.0,485000.0,474222.0,2,3,11761.0,1984,1428.0,2.3409999999999997,3.0610000000000004,431766.0,117.0,2021-03-08,"(38.50701141, -122.19513700000002)",200.3659249
449,221 Lariat St,94567.0,225000.0,225001.0,2,3,28192.0,2004,1320.0,2.878,3.347,82612.0,80.0,2021-02-09,"(38.69457245, -122.37622830000001)",117.4480992
450,1561 S Whitehall Ln,94574.0,32000000.0,31783788.0,11,7,869893.0,2017,14039.0,2.678,3.177,28114635.0,43.0,2021-02-06,"(38.46583939, -122.44144440000001)",2411.4584489999997
451,11 Via Pesaro,94503.0,899000.0,899002.0,4,4,6560.0,2004,4088.0,2.47,3.113,805380.0,2.0,2021-03-18,"(38.15611267, -122.2368469)",21645.02369
452,12 Lande Way,94599.0,1659000.0,1647931.0,3,3,6146.0,1997,1968.0,2.678,3.177,1087738.0,4.0,2021-03-16,"(38.4083786, -122.36101529999999)",7586.051956
453,203 Blue Cove Dr,94558.0,519900.0,508346.0,2,4,14874.0,1988,2500.0,2.3409999999999997,3.0610000000000004,226084.0,234.0,2021-02-03,"(38.50905609, -122.1945801)",161.20404150000002
454,2650 Harness Dr,94567.0,325000.0,325051.0,3,3,14051.0,2003,2112.0,2.3409999999999997,3.0610000000000004,137813.0,43.0,2021-02-09,"(38.69174576, -122.37319950000001)",56.64145522
455,2005 Adrian St,94559.0,649000.0,649004.0,1,2,2922.0,1955,765.0,2.47,3.113,172714.0,2.0,2021-03-18,"(38.30774689, -122.29154209999999)",11793.77558
